*********************************************
* Date/Time: 28-Jan-2020 14:39:54
* Seed: 213098.4
* Subject Number: 040
4	7	14	10	15	12	13	8	6	1	5	11	9	2	3	
*********************************************

Shape exposure time (seconds)
25.3581
subject	trial	phase	onset	node	shape	rotate	acc	resp	total	rt
40	1287	1	2171.4688	13	9	0	1	1	0.7397	0.7142
40	1288	1	2173.0187	11	5	0	1	1	0.7399	0.6534
40	1289	1	2174.5687	13	9	0	1	1	0.7401	0.8305
40	1290	1	2176.1186	14	2	0	1	1	0.7403	1.0902
40	1291	1	2177.6685	2	7	0	1	1	0.7405	0.7719
40	1292	1	2179.2184	15	3	90	0	1	0.7399	1.2060
40	1293	1	2180.9516	14	2	0	1	1	0.7401	1.1202
40	1294	1	2182.5016	2	7	90	0	1	0.7396	0.7709
40	1295	1	2184.0515	14	2	0	1	1	0.7398	0.6135
40	1296	1	2185.6014	13	9	90	1	1	0.7400	0.8710
40	1297	1	2187.1514	14	2	0	1	1	0.7402	0.7917
40	1298	1	2188.7012	15	3	0	0	1	0.7396	0.7790
40	1299	1	2190.2512	1	4	90	1	1	0.7398	1.1975
40	1300	1	2191.8011	3	14	90	1	1	0.7400	1.1185
40	1301	1	2193.3510	4	10	0	1	1	0.7402	1.3454
40	1302	1	2194.9009	6	12	90	-1	0	0.7396	-1.0000
40	1303	1	2196.9175	8	8	0	-1	0	0.7391	-1.0000
40	1304	1	2198.9674	5	15	0	-1	0	0.7385	-1.0000
40	1305	1	2201.0006	7	13	0	1	1	0.7387	0.8160
40	1306	1	2202.5505	4	10	0	-1	0	0.7381	-1.0000
40	1307	1	2204.6338	3	14	0	1	1	0.7383	0.9900
40	1308	1	2206.3170	2	7	0	1	1	0.7385	0.8100
40	1309	1	2207.8669	15	3	0	1	1	0.7387	1.3095
40	1310	1	2209.4169	2	7	0	1	1	0.7389	1.2956
40	1311	1	2210.9668	3	14	0	1	1	0.7391	0.6573
40	1312	1	2212.5167	2	7	0	1	1	0.7393	0.5476
40	1313	1	2214.0666	1	4	0	1	1	0.7395	0.8205
40	1314	1	2215.6165	14	2	0	1	1	0.7397	0.6798
40	1315	1	2217.1664	15	3	0	1	1	0.7399	0.6022
40	1316	1	2218.7164	1	4	0	1	1	0.7401	0.6827
40	1317	1	2220.2663	15	3	0	1	1	0.7403	0.6381
40	1318	1	2221.8162	1	4	0	1	1	0.7405	0.6388
40	1319	1	2223.3661	14	2	0	1	1	0.7407	0.9144
40	1320	1	2224.9160	15	3	0	1	1	0.7409	0.5950
40	1321	1	2226.4659	14	2	90	1	1	0.7411	0.9342
40	1322	1	2228.0159	15	3	0	1	1	0.7413	0.6313
40	1323	1	2229.5658	3	14	0	1	1	0.7415	0.6665
40	1324	1	2231.1157	15	3	90	1	1	0.7417	0.9073
40	1325	1	2232.6656	2	7	0	1	1	0.7419	1.0072
40	1326	1	2234.2155	14	2	90	0	1	0.7413	1.0410
40	1327	1	2235.8488	15	3	0	1	1	0.7415	1.3276
40	1328	1	2237.3987	3	14	0	-1	0	0.7410	-1.0000
40	1329	1	2239.4486	4	10	0	-1	0	0.7404	-1.0000
40	1330	1	2241.4985	5	15	90	-1	0	0.7398	-1.0000
40	1331	1	2243.5484	4	10	0	1	1	0.7400	1.0361
40	1332	1	2245.0983	6	12	0	-1	0	0.7395	-1.0000
40	1333	1	2247.1649	4	10	0	1	1	0.7397	1.1943
40	1334	1	2248.7148	7	13	0	-1	0	0.7391	-1.0000
40	1335	1	2250.7814	4	10	0	-1	0	0.7386	-1.0000
40	1336	1	2252.8312	7	13	0	-1	0	0.7380	-1.0000
40	1337	1	2254.8811	4	10	90	-1	0	0.7375	-1.0000
40	1338	1	2256.9143	7	13	90	0	1	0.7369	0.0385
40	1339	1	2258.4642	4	10	0	-1	0	0.7364	-1.0000
40	1340	1	2260.5475	5	15	0	-1	0	0.7358	-1.0000
40	1341	1	2262.5807	4	10	0	-1	0	0.7353	-1.0000
40	1342	1	2264.6306	3	14	0	1	1	0.7355	0.0661
40	1343	1	2266.1805	1	4	0	1	1	0.7357	0.6597
40	1344	1	2267.7304	14	2	90	1	1	0.7359	0.8864
40	1345	1	2269.2804	13	9	0	-1	0	0.7353	-1.0000
40	1346	1	2271.3136	11	5	90	-1	0	0.7348	-1.0000
40	1347	1	2273.3635	10	1	0	-1	0	0.7342	-1.0000
40	1348	1	2275.3967	13	9	0	-1	0	0.7337	-1.0000
40	1349	1	2277.4466	12	11	0	-1	0	0.7331	-1.0000
40	1350	1	2279.4965	9	6	0	1	1	0.7333	0.9438
40	1351	1	2281.0464	8	8	0	1	1	0.7335	0.6421
40	1352	1	2282.5963	9	6	0	1	1	0.7337	0.5626
40	1353	1	2284.1462	8	8	90	1	1	0.7339	0.8527
40	1354	1	2285.6962	5	15	0	1	1	0.7341	0.6643
40	1355	1	2287.2460	7	13	0	1	1	0.7343	0.9536
40	1356	1	2288.7960	8	8	90	1	1	0.7345	1.2445
40	1357	1	2290.3459	7	13	0	-1	0	0.7340	-1.0000
40	1358	1	2292.3958	4	10	0	1	1	0.7342	0.0168
40	1359	1	2293.9457	7	13	0	-1	0	0.7336	-1.0000
40	1360	1	2296.0289	4	10	0	-1	0	0.7331	-1.0000
40	1361	1	2298.0622	6	12	0	-1	0	0.7325	-1.0000
40	1362	1	2300.1121	8	8	0	-1	0	0.7320	-1.0000
40	1363	1	2302.1453	5	15	90	-1	0	0.7315	-1.0000
40	1364	1	2304.1952	8	8	0	1	1	0.7317	0.8040
40	1365	1	2305.7450	5	15	0	1	1	0.7319	0.6940
40	1366	1	2307.2950	6	12	0	-1	0	0.7313	-1.0000
40	1367	1	2309.2948	5	15	90	-1	0	0.7308	-1.0000
40	1368	1	2311.3447	8	8	0	-1	0	0.7303	-1.0000
40	1369	1	2313.3947	7	13	0	1	1	0.7305	0.6776
40	1370	1	2314.9446	5	15	0	-1	0	0.7299	-1.0000
40	1371	1	2317.0112	7	13	0	-1	0	0.7294	-1.0000
40	1372	1	2319.0611	5	15	90	-1	0	0.7289	-1.0000
40	1373	1	2321.0943	4	10	0	-1	0	0.7283	-1.0000
40	1374	1	2323.1442	6	12	0	-1	0	0.7278	-1.0000
40	1375	1	2325.1774	7	13	90	-1	0	0.7273	-1.0000
40	1376	1	2327.2273	8	8	0	1	1	0.7275	0.9730
40	1377	1	2328.7772	6	12	0	1	1	0.7277	1.1352
40	1378	1	2330.3271	7	13	0	1	1	0.7279	0.5929
40	1379	1	2331.8770	5	15	0	1	1	0.7281	0.6900
40	1380	1	2333.4270	8	8	0	1	1	0.7283	0.6934
40	1381	1	2334.9769	5	15	0	-1	0	0.7277	-1.0000
40	1382	1	2337.0768	8	8	0	-1	0	0.7272	-1.0000
40	1383	1	2339.1100	9	6	0	-1	0	0.7267	-1.0000
40	1384	1	2341.1599	10	1	0	1	1	0.7269	0.8643
40	1385	1	2342.7098	11	5	0	1	1	0.7271	0.8015
40	1386	1	2344.2597	12	11	0	-1	0	0.7266	-1.0000
40	1387	1	2346.2763	11	5	0	-1	0	0.7260	-1.0000
40	1388	1	2348.3095	9	6	90	-1	0	0.7255	-1.0000
40	1389	1	2350.3594	8	8	0	1	1	0.7257	0.6241
40	1390	1	2351.9093	5	15	0	1	1	0.7259	0.5471
40	1391	1	2353.4593	8	8	90	1	1	0.7261	0.8038
40	1392	1	2355.0092	6	12	0	1	1	0.7263	0.6631
40	1393	1	2356.5591	5	15	90	0	1	0.7258	0.6800
40	1394	1	2358.1090	8	8	90	-1	0	0.7253	-1.0000
40	1395	1	2360.1922	7	13	0	-1	0	0.7247	-1.0000
40	1396	1	2362.2421	6	12	0	-1	0	0.7242	-1.0000
40	1397	1	2364.2919	8	8	90	-1	0	0.7237	-1.0000
40	1398	1	2366.3252	9	6	0	1	1	0.7239	1.1538
40	1399	1	2367.8751	10	1	0	1	1	0.7241	0.9492
40	1400	1	2369.4250	11	5	0	-1	0	0.7236	-1.0000
